restaurant,content,name,stats,time,rating
MisenosRistroPub,"Very good food, friendly staff.",Miriam Alejandro,Local Guide · 16 reviews · 3 photos,a month ago,5
MisenosRistroPub,We love coming here weekly! The food is always great and the service is wonderful as well! Great pasta dishes that we love to try with amazing portions. Support local business we need local support the most right now :),Jaymee Gruver,Local Guide · 40 reviews · 6 photos,a year ago,5
MisenosRistroPub,"This place was a pretty good place before Covid. They claim to have hiked up their prices to maintain the quality and keep staff. However, portions have gotten smaller, and prices have almost doubled for some items. There’s no way a pizza with a single topping should be over $20. If you don’t think that is bad then you’ll be shocked to see that chicken tenders and some fries will cost you over $20. If you are trying to find a place that will not overcharge, you do not choose Misenos. There’s no reason for them to have increased the prices so drastically and all of their food.",Eric Berard,Local Guide · 11 reviews · 3 photos,a year ago,3
MisenosRistroPub,This place is sooo Awesome... Food is Amazing and subs are Fantastic! They put the lunch meat on backwards so all your topings don't fall off your sandwich....it's the only place I know that does it that way And Once Again (My Opinion Only) We thought it was Awesome! Now it's not a Fancy restaurant...... it's well used by the college kids but the Waitresses are Super Friendly and prices fit the food and service!!! 😃😃🥰🥰😋😋💛💛💯💯,Sarah Orris,133 reviews · 69 photos,a year ago,5
MisenosRistroPub,Great sandwiches and salads. Pizza looked really good also. Staff is friendly and fast. Come hungry though large portions tend to be served. Very reasonable prices.,Chip Fox,Local Guide · 557 reviews · 56 photos,a year ago,5
MisenosRistroPub,So we came in for some food we love this place but not today. They were a lot of tables that needed cleaned off. So we decided to take one of the booths that had dirty plates on it. We sat there for 15 minutes and not one of the staff stop by to clean the table or let us know they would be right with us.  Even  though two of them walk right past us more than once. We understand short staff but we would have stayed if someone would have told us they would be with us shortly or clean the table but nothing. So yes we left not very happy with your restaurant today.,Sandra Ganoe,7 reviews,a year ago,1
MisenosRistroPub,"Good variety of food, meaning not just pizza and subs.  Waitresses were phenomenal.  Food, delicious.  Prices lean towards the high side but still reasonable.  Would definitely go back.",Lewis Hill,Local Guide · 334 reviews · 86 photos,a year ago,5
MisenosRistroPub,"Mesino's has excellent pizza. Also, although I'm not a big fan of stromboli, their veggie boli is the best ever! They also have beer on tap. Nice!",Phil Johns,30 reviews · 3 photos,a year ago,5
MisenosRistroPub,"Pasta dishes are excellent, but if you don't like a lot of sauce, let them know when you order.  They mix sauce into the spaghetti and put it on top.  Garlic bread is delish.",Margaret Strock,Local Guide · 239 reviews · 5 photos,a year ago,5
MisenosRistroPub,"Great food and great service. Shout out to the staff, they were exceptional. I'll definitely go back when I'm in town again!",Wayne Love,Local Guide · 28 reviews,a year ago,5
MisenosRistroPub,Great prices and good food here. Plenty of seating. Best gluten free subs sold here.  The best!,Elizabeth Dettrey,Local Guide · 80 reviews,11 months ago,5
MisenosRistroPub,I didn't remember which miseno's I ordered from the last time but this pizza was awful in comparison. It was overcooked. Was not a fan. My salad was warm because it was in a bag with hot fries. Miseno II must of been where I ordered prior. Won't make this mistake again.,Sarah Niedzielski,48 reviews,3 years ago,1
MisenosRistroPub,"I had it narrowed down to my 3 pizza places,but today had the pleasure of encountering Miseno's Ristro Pub, and it's my number one pizza, excellent, plenty of chees",Will Olsen,56 reviews,a year ago,5
MisenosRistroPub,"I ordered a chicken cheesesteak. The bread was really good. However, the chicken meat was crumbled into very tiny pieces. Which created a very odd texture with no flavor. There also was an extreme amount of mayonnaise on the sub. Globs of mayo were falling off. The onions were barely noticeable by the naked eye. Definitely couldn't taste them either. I will try them out again. However, I wouldn't recommend the Chicken Cheesesteak.",Kelsey Schafferman,7 reviews,5 years ago,3
MisenosRistroPub,We've never been disappointed with anything we've had to eat there. I especially love their cheesesteak wraps.,Kathy Meleason,41 reviews · 4 photos,a year ago,5
MisenosRistroPub,"The food is delicious, and every one is friendly, also the restaurant is always clean",Holly Handshew,6 reviews,10 months ago,5
MisenosRistroPub,"Food was great.  We were there with a large group that was pre-planned.  Due to the nature of our group booking another large, older group may not have been  a great idea.  The waitress for the other group was very rude and commented openly and loudly about our group and was very rigid about offering any help.",Loring Redding,Local Guide · 547 reviews · 307 photos,6 years ago,3
MisenosRistroPub,I love their food... The only issue I have Is that because originally from another state when I ask for certain items I have to be careful to explain them correctly because I get their interpretation of the item instead of mine but besides that no complaints!,Kristin Carter,Local Guide · 34 reviews · 5 photos,3 years ago,4
MisenosRistroPub,"Amazing cheesesteak subs and fries. Attentive workers that follow special requests well and make the effort to best serve the customer. Top 5 favorite places to eat, anywhere!",Jordan G,Local Guide · 166 reviews · 927 photos,3 years ago,5
MisenosRistroPub,"Always a great choice! Great staff, excellent food. Can't remember a bad meal. Ever.",Larry Estes,Local Guide · 79 reviews · 8 photos,a year ago,5
MisenosRistroPub,"The bambino pizza was excellent and the shrimp appetizer was good. Quick service, fair prices.",Matt Berrier,81 reviews · 5 photos,a year ago,5
MisenosRistroPub,"Wonderful food, good beer selection, great service, reasonably priced for the two of us, nice waitress.",MaryJo Gibson,95 reviews,a year ago,5
MisenosRistroPub,Love this place! Never had a bad meal. Always friendly even when it's packed!,Kerina Rae,Local Guide · 27 reviews · 3 photos,a year ago,5
MisenosRistroPub,"Good service.  Nice area to sit down.  Typical Italian offerings.   Sauces made fresh, not sitting around all day.",dq Peeks,52 reviews,a year ago,5
MisenosRistroPub,Love there bambino pizza! My husband and I eat there everytime we come to Carlisle to visit. So yummy!!!,Patti Tyler,Local Guide · 24 reviews · 1 photo,a year ago,5
MisenosRistroPub,"Food was great, came out quickly, and Jill is a wonderful server!",Leslie Rutan,35 reviews · 48 photos,11 months ago,5
MisenosRistroPub,"Food was great, portions were huge.  Service was friendly. What more could you want.",Marianne Barrick,12 reviews · 7 photos,a year ago,5
MisenosRistroPub,"The place is clean the girls are fabulous and they're very nice.And the food is great,They really stuffed theirs hot Sub and cold sub with meat",Robbin Bazi,13 reviews,3 years ago,5
MisenosRistroPub,Excellent food and service. First time to eat at this restaurant as just arrived in Carlisle but will return. The staff is hustling to please and serve ... with a smile!,Diana Anderson,122 reviews · 10 photos,4 years ago,5
MisenosRistroPub,Great food.  Got chicken parmesan which was 19.99 but for 2.00 less would go to olive garden for.,prosled1001,10 reviews,a year ago,5
MisenosRistroPub,Love their pizza and salads! Awesome customer service.,Abbey Kutchen,Local Guide · 29 reviews · 2 photos,a year ago,5
MisenosRistroPub,Good cheesesteaks amd friendly staff. I'd rate puzza as 3rd best in Carlisle. Behind sevendots and miseno2.,Emil Hohmann,9 reviews,2 years ago,4
MisenosRistroPub,I ordered a slice of white pizza for takeout for the 2nd time. It's one of my favorites!,Lyn Gregg,40 reviews · 1 photo,a year ago,4
MisenosRistroPub,I will sometimes drive all the way from Harrisburg to Carlisle for buffalo chicken salad and a stuffed Bambino for my wife. Nobody in Harrisburg to make a salad like them!,Joe Peters,Local Guide · 80 reviews · 90 photos,5 years ago,5
MisenosRistroPub,"For fast casual Italian, you can't beat Miseno's.  Atmosphere and service are well above average, too.",Matthew J. Cohick,Local Guide · 59 reviews · 3 photos,a year ago,5
MisenosRistroPub,"Always good food, staff is friendly and always willingly to accommodate you.",Dana Franklin,88 reviews,a year ago,4
MisenosRistroPub,"Good Sicilian food many selections  ,large portions and reasonable prices....Excellent",Jeff Cutchall,42 reviews · 3 photos,a year ago,5
MisenosRistroPub,Awesome food and fast service. Daily specials are always a win. Serves beer and has beer for take out,Ashley Line,Local Guide · 94 reviews · 23 photos,4 years ago,5
MisenosRistroPub,"Love this place. Great food, good service and always clean.",Todd Lee,Local Guide · 83 reviews · 25 photos,a year ago,5
MisenosRistroPub,"Excellent service, good food. Nice atmosphere.",Anthony Hurkala,21 reviews,a year ago,5
MisenosRistroPub,So if you are in for Italian dishes or just pizza then this is your place. Been to many pizza places and this by far is the best I have ever had,John Drobel,Local Guide · 13 reviews · 16 photos,4 years ago,5
MisenosRistroPub,Great food perfect service great pricing! Best in the area. No doubbts about it.,Edgar Ortiz,Local Guide · 65 reviews · 74 photos,7 years ago,5
MisenosRistroPub,Awesome food. Good service . Good prices..what else do you want?,Will Clifton,Local Guide · 6 reviews,5 years ago,5
MisenosRistroPub,"Good food, great service, reasonable prices.",Wayne Coyne,Local Guide · 73 reviews · 2 photos,4 years ago,5
MisenosRistroPub,The most kindest people you might ever meet food is great,Rick Stahley,16 reviews,a year ago,5
MisenosRistroPub,"Love the food here,  fair prices, good service!",Gary Brandt,98 reviews · 193 photos,4 years ago,5
MisenosRistroPub,We love this Miseno's.  Good pizza.  Good pasta.  Always a hit in our household!!,Kristine PFS,Local Guide · 110 reviews · 2 photos,4 years ago,5
MisenosRistroPub,I'm from Chicago and I come here every time I brings my daughter to college. It's the best,Big Boy Rich Apparel,Local Guide · 22 reviews · 2 photos,5 years ago,5
MisenosRistroPub,Good food.  Large quantities.  Good service.  Reasonable prices.,Mike Adler,2 reviews,5 years ago,4
MisenosRistroPub,Great pizza!  Open late & serves beer for dine in or to-go.,Bryan Herber,Local Guide · 96 reviews · 94 photos,4 years ago,5
MisenosRistroPub,"Nice clean good food fair prices, a short walk from Dickinson university.",Bill P. (Wild Bill Reading),Local Guide · 91 reviews · 148 photos,7 years ago,5
MisenosRistroPub,Very good experience this time.  always good flavor.,Nancy The Disorderly Stitcher,Local Guide · 55 reviews · 11 photos,a year ago,4
MisenosRistroPub,Great pizza try the Grandma's Pizza,Box Drop Carlisle,Local Guide · 30 reviews · 9 photos,a year ago,5
MisenosRistroPub,"Always fast friendly service, and fabulous Italian pasta dishes!",Tess Burgess,Local Guide · 58 reviews · 8 photos,7 years ago,5
MisenosRistroPub,"The owners and employees of Mis3no's Pub are amazing, and always accomadating!!!",Justine Largent,2 reviews,5 years ago,5
MisenosRistroPub,They have no online menu that I can find. Just a picture of a portion of the menu hanging on the wall.,Harry M,74 reviews · 4 photos,3 years ago,1
MisenosRistroPub,"Penne with creamy pesto, sun-dried tomatoes,  mushrooms,  crab meat and chicken..... DELICIOUS!",Bobbi Kuhns,Local Guide · 27 reviews · 6 photos,7 years ago,5
MisenosRistroPub,Excellent menu and great pizza,James Muldoon,"Local Guide · 1,163 reviews · 258 photos",2 years ago,5
MisenosRistroPub,Good pizza place needs more craft beer.,Paul Howell,Local Guide · 149 reviews · 58 photos,7 years ago,4
MisenosRistroPub,Great food and great service!,Phil Huntzinger,8 reviews,4 years ago,5
MisenosRistroPub,Great staff. Great food.,Chuck Steel,Local Guide · 41 reviews · 32 photos,2 years ago,5
MisenosRistroPub,Good customer service and good food!,JOHNNY S,Local Guide · 37 reviews · 14 photos,4 years ago,5
MisenosRistroPub,The best Pizza place around.,Z. Gruver,Local Guide · 21 reviews · 11 photos,a year ago,5
MisenosRistroPub,Great food great service and good people,Alexander Otteson,1 review,7 years ago,5
MisenosRistroPub,My favorite place yo eat in Carlisle!,maria glatz,61 reviews,5 years ago,5
MisenosRistroPub,"Cheap, tasty food, and funny employees too",Javier Mountz,21 reviews · 3 photos,5 years ago,5
MisenosRistroPub,"Has turned into a favorite, this place is always busy.",Gretchen Stever,Local Guide · 22 reviews · 5 photos,5 years ago,5
MisenosRistroPub,Awesome food great service,Blair Harry,Local Guide · 45 reviews,4 years ago,5
MisenosRistroPub,Love the place and love the food!,Gloria Long,6 reviews,4 years ago,5
MisenosRistroPub,All around great food and service,Warren Merkel,14 reviews,4 years ago,5
MisenosRistroPub,The food is awesome 👌 …,Brian Raudabaugh,28 reviews,a year ago,5
MisenosRistroPub,Hearty portions and delicious,Stephanie Saylor,Local Guide · 109 reviews · 13 photos,a year ago,5
MisenosRistroPub,Enjoyed the steak salad.,Byron Carroll,Local Guide · 20 reviews · 2 photos,2 years ago,4
MisenosRistroPub,Best food,Paulette Runk,Local Guide · 49 reviews · 51 photos,a year ago,5
MisenosRistroPub,It has good pizza.,Philip Reed,Local Guide · 116 reviews · 641 photos,4 years ago,5
MisenosRistroPub,Excellent.  Great service.,Angela A,Local Guide · 386 reviews,a year ago,5
MisenosRistroPub,Excellent food & service 👍 …,Tee Tee,7 reviews,3 years ago,5
MisenosRistroPub,Great food !,Joseph Looker,135 reviews · 10 photos,a year ago,5
MisenosRistroPub,Great food and people,robert keck,12 reviews,4 years ago,5
MisenosRistroPub,Good pizza for Pa,Dogwood Acres Campground,Local Guide · 321 reviews,7 years ago,4
MisenosRistroPub,Always the best....,Maya Monsour McLoota,32 reviews · 1 photo,a year ago,5
MisenosRistroPub,Best pizza in the area,Shannon Wansley,4 reviews · 28 photos,7 years ago,5
MisenosRistroPub,Great food and service.,Joseph Hovatter,4 reviews,2 years ago,5
MisenosRistroPub,Its an Alright home town place,sfr motown,Local Guide · 83 reviews · 342 photos,5 years ago,3
MisenosRistroPub,Good stuff,Joseph Elgard,Local Guide · 102 reviews · 28 photos,a year ago,4
MisenosRistroPub,Amazing food!,Rachael Helm,18 reviews · 48 photos,5 years ago,5
MisenosRistroPub,Excellent,B David Betton,3 reviews,4 years ago,5
MisenosRistroPub,Love the food,Sandie Eisenberg,Local Guide · 14 reviews,3 years ago,5
MisenosRistroPub,Great food,trevor keck,11 reviews · 1 photo,5 years ago,5
FairgroundsDiner,"It was my first time there, and it sure was not going to be my last as I foresaw quite a few repeat visits.
The food and atmosphere were great, but the best of all was Tracy, our server. She was excellent!",Iin Retno,Local Guide · 165 reviews · 499 photos,3 months ago,5
FairgroundsDiner,"My son had a basketball clinic up the street and wanted breakfast when we were finished.   The reviews for Fairgrounds Diner looked pretty good,  so we decided to try it.   We stopped in at 10am on Sunday and the diner was less than half full.   We were seated pretty quick,  but sat about 10 minutes before our drink order was taken.   Took about 10 minutes to get coffee and a soda.   We ordered our food but waited at least 30 minutes for the food to come.   My son had an omelet, and I had country fried steak with eggs over medium.  The country fried steak was pretty good with the gravy, but by eggs were not even done over easy.   I was able to get my coffee cup refilled once,  but that was it.  I sat there for almost 30 minutes trying to get a box and the check.  I ended up giving up on both and going to register and standing until I could get my check.   They waitress was nice and took $3 off the check,  but we won't be back.",Jason S,Local Guide · 232 reviews · 250 photos,6 months ago,3
FairgroundsDiner,"In town for business and it was late and we were tired and hungry.   This is an unassuming place that really turned out to be a pleasant surprise.   I ordered the Greek salad and it had a delicious grape leaf wrapped meat filled roll in it.  It was so good! The other entree ordered was a ham and cheese panini sandwich with fries, which I tasted. Both were very good! This is reasonably priced.  We came near closing time and the waitress was as friendly as if it were the beginning of her shift. Definitely will be back if I'm in the area.",Diane Zuber,Local Guide · 265 reviews · 502 photos,a year ago,5
FairgroundsDiner,"If I could give this negative stars for management and service, I would. I have lived in Carlisle for over 10 years and gotten food here multiple times. Today, I ordered $70 worth of breakfast on their website online order section (which I’ve done before) at 10am. It said it would be ready by 11am. I was fine with that because of the amount of food. I got a text confirmation and email, immediately after placing order. At 11 my husband went in and 2 ladies told him there’s no order. I called the number on the text confirmation to see if it was a scam and it went to the owner! He said “they’ll make now and it’ll be 10 mins”. I got off the phone and talked to my husband who wasn’t happy we are now waiting longer. I called owner back and he proceeded to tell me that I should be happy he was even open and to watch how I spoke to him when I was insisting for some compensation back. I wasn’t swearing or being disrespectful. He offered my husband who was waiting a drink!! A drink out of $70 and 1.5 hours of waiting for food. He is incredibly rude, a liar, and I won’t be back. He tried telling me he only got my order when I called him.. lies! Ladies working said this isn’t uncommon. What a liar who can’t hold his own and do the right thing for his customers.",Meagan H,8 reviews · 1 photo,3 months ago,1
FairgroundsDiner,"Good food, decent prices. Waitresses are friendly and professional. I had the chicken ceaser salad wrap w/ bacon. (Adding bacon cost extra).",PROGAMINGPROPHECY,Local Guide · 141 reviews · 429 photos,9 months ago,5
FairgroundsDiner,We have eaten here many times. Usually with very good service and food. The atmosphere is usually 5 stars. I got the shrimp platter special that was 19.99. It came with a sm salad and 1 side. I got my salad and side. The platter had 6 shrimp and a bunch of cut-up lettuce on it. Was charged extra for my side because it was the sweet potato fries that weren't mentioned. The waitress only did half her job.  It didn't help my elderly mom had to deal with kids beating on the booth she sat on. I'm not sure why. Most of the staff we saw was not the staff we usually see on a Sunday.  I  will question how much is in a special platter next time. Mom got the stuffed haddock and got a large portion. She said it was very good. We will go back but will be more careful what I order.,Samantha Martin,41 reviews · 9 photos,5 months ago,4
FairgroundsDiner,I went to Fairground Dinner with my family. I ordered the fish sandwich.  The fish was barely warm.  I  took 1 bite and spit it right out.  I looked into the fish and the fish was dried out and unrecognizable.  I refused to pay for my meal.  Me and my family will never eat at that restaurant again. I was so surprised that the food was so so bad.,Barbara Carpenter,Local Guide · 33 reviews,6 months ago,1
FairgroundsDiner,"Super accurate and cares for her customers.The second time I was there for breakfast, she remembered everything from the day before, and the particular way my brother liked his eggs.",Russell Montgomery,Local Guide · 10 reviews · 24 photos,2 years ago,5
FairgroundsDiner,"My son and I went for lunch while we are visiting the area, so this was our first time here. It was August 18th, 92° and they have no a/c. Not sure if it's broken or they just don't have it. They did have a small fan at our booth. My son had chicken fingers and fries, so little chance of messing that up. I had chicken ranch wrap. It was ok, nothing to rave about. Tasted like I could make it at home. It did come very quickly and the fries were tasty. Not sure I'll be back. Although, not sure I'll ever be in this area again.",Tanya Williams,"Local Guide · 304 reviews · 1,678 photos",4 years ago,3
FairgroundsDiner,"Just was an amazing dinner, we had a great time .. The new owner""Seddik"" is sooo nice and friendly.. Food is great and tasty.. The waitress knows how to deal with the customers and have a good experience..the place is clean and organized.. Highly recommended 👌 …",Linda Zaki,9 reviews · 20 photos,4 years ago,5
FairgroundsDiner,"Good food, decent portions, fair prices, at least as far as breakfast goes. Not as contemporary as many of the other diners in the area, but the food quality would definitely  make me come back again.",Steve Bailey,"Local Guide · 243 reviews · 1,198 photos",2 years ago,4
FairgroundsDiner,"Good and service great.  Excellent breakfast, large portions.",Dale Stehr,281 reviews · 821 photos,a month ago,5
FairgroundsDiner,"It was fine but I wouldn’t come here regularly.
Our server was fantastic- coming from this industry- she gets it. If I rated it purely based on service from her and nothing else prob a 5. She ever gave us a to go coffee, which he planned on sitting there to drink but was nice to be on our way and the coffee was far better than the coffee from our hotel so thanks so much.

But the milkshake was just milk, it wasn’t good and a big boo for $5.
Also was charged for onions when asked for them in the “home fries” but they were more like mashed potato’s and a ton of maybe butter idk. But no onions. 😑

The new girl (she told us it was her first day) was very nice.

The other server- honey when the it is orange it’s decaf, nice you offered a refill but as a diner coffee etiquette is a first step, and the hard eye roll for a refill was annoying. And she’s was kinda snotty, not at towards me but I saw the lady you were serving wasn’t happy either. And don’t talk smack about customers (regular because you had a Nick name for them) in front of anyone else. That’s not a good look, I’ve ripped servers for less both working with them and while a patron.

We are learn from experiences. And no way to get better if no one tells you.",Chelsee beck,Local Guide · 76 reviews · 110 photos,11 months ago,4
FairgroundsDiner,"The waitress seemed like she was strung out.   The home fries were sour (I think the butterlike substance they fry them in had gone off).  The toast was stale and they used canned mushrooms in the alpine omelette.   They had church on the TV, which is a turn off for me.   When we left it felt like we were being admonished for leaving too quick.   STAY AWAY!",Bill Heasley,Local Guide · 78 reviews · 14 photos,6 months ago,1
FairgroundsDiner,Stopped for lunch. Good food. Generous portions. Very reasonable prices. Good selection of items on menu and daily specials. Will stop back again.,Richard Ireland,Local Guide · 74 reviews · 278 photos,2 years ago,4
FairgroundsDiner,One my 'Favorite' spots for breakfast 😋 after coming from shooting range in the mornings. All the waitresses are awesome 👌 and Friendly. My top meal is 'French Toast' 😋,King Cong50,Local Guide · 76 reviews · 46 photos,6 months ago,5
FairgroundsDiner,"This was an amazing breakfast.  We are a family of 7 with a child in a wheelchair. It is super hard to find a place with good food and good service. Our waitress, Tracy, was ABSOLUTELY amazing. Will be adding this to our return list when we are in the area.",Hilary Rounds,2 reviews,8 months ago,5
FairgroundsDiner,Just a good diner with good food. Server was nice and friendly.,Ingrid C.,Local Guide · 31 reviews · 18 photos,4 months ago,5
FairgroundsDiner,"The menu is full of choices! Really enjoyed the meal, service was quick, waitress was friendly and efficient. Easy parking access. Reasonably priced.  Would go back whenever I was in the area.",John Heath,Local Guide · 57 reviews · 15 photos,9 months ago,5
FairgroundsDiner,"Had to send eggs Benedict back, it was cold and the eggs were over done. Second plate was perfect! Very friendly server.",maureen roche,Local Guide · 92 reviews · 40 photos,6 months ago,3
FairgroundsDiner,Service and food was good. Had the taco salad.,Marcy Wolf,Local Guide · 133 reviews · 9 photos,a year ago,4
FairgroundsDiner,"Our 3rd visit. Hostess was very nice! Waitress also. Had breakfast & everything was filling, hot, fresh & good. Son had a breakfast wrap, large and packed full with hash browns. Husband had country fried steak, it was almost the size of the oval plate! Plus sunny side eggs, hash browns & toast. He can put away some food...he was stuffed! I had the Fairground Breakfast special (?) One large pancake, one thick french toast, large folded scrambled egg, 3 bacon strips & hash browns. My toast was forgotten & I didn't know it came with it, but honestly don't know where I could have stuffed it LOL. Definitely will be back!!! Plus they have rewards!",D W,27 reviews · 13 photos,a year ago,5
FairgroundsDiner,"Old skool spot with great food and even better service. I come here often to dine in or take out. I usually get grits and eggs with cheese and extra butter, rye toast and coffee. I tried the steak last time and it was pretty good. My company had a Greek gyro which he enjoyed. Very good.",Universe in Motion,Local Guide · 206 reviews · 207 photos,a year ago,5
FairgroundsDiner,"The food and service were good, it gets a little crowded with events happening at Fairgrounds,",Alexander,Local Guide · 70 reviews · 28 photos,6 months ago,4
FairgroundsDiner,"Avoid Top Sirloin Steak at all cost. Cooked medium but still really hard with a big chunk of gristle.
Scrambled eggs are flat  like a hamburger patty instead of being fluffy.
Has browns and tost are mediocre.
Gravy is yummy, but biscuits are like round toasts lacking their texture.
Great Servers.
Non smiling and non appreciative man at the register.
Desserts in the display are hastily wrapped not appetizing.
Location is great.",B34,Local Guide · 33 reviews,a year ago,1
FairgroundsDiner,"Me and my family eat here every Sunday. We are treated like family and have had the best service for 8 straight years. Erica is always our server and she is the best, the entire ownership and management staff are above standard. Love this place!",Dave McGlynn,24 reviews,a year ago,5
FairgroundsDiner,"The food was not good, I didn't even eat my ""home fries"" because they were disgusting. In fact, no one that ordered them ate them. The server was ab old lady that sounded like she had been smoking since 1920 and she wore her coat with the fake fur around the hood. And she wasn't very pleasant or attentive.",Steve Schrum,16 reviews,2 years ago,2
FairgroundsDiner,"The staff here is always exceptional!! Great food and friendly atmosphere. Definitely a good place for a hearty meal. The prices have gone up just a little, but otherwise it's still good stick to your ribs food!!!",Robert Barnett,Local Guide · 132 reviews · 87 photos,a year ago,5
FairgroundsDiner,"Food is awful... When they have any. The ONLY thing that makes up for the terrible food is their staff. The ladies that took care of us were great and very apologetic of the number of menu items they didn't have. I'd only come back if everything else was packed. Great staff and service, terrible food.",Tom Murry,Local Guide · 139 reviews · 15 photos,a year ago,3
FairgroundsDiner,If anyone complains about their food it’s because they are picky! I’m very picky about what I eat and I can honestly say I have never had anything that wasn’t good there! We have ordered both breakfast and dinner just recently! The waitresses are so nice! I tip them very generously!,Sandy Walker,5 reviews,a year ago,5
FairgroundsDiner,"It has a menu similar to other diners but there are some good differences. I usually get a chicken breast sandwich, or grilled 🧀 chicken. They cook it very well with just enough spices to taste good. When they have the Italian meatloaf in special, that is another good choice. I have not had an issue with the service or food that has kept me away.  I do not expect perfection and hate to waste food. If I can wait till the end to show the problem then I do. I have not found any diner that I could not find a fault but most are minor and I can just ignore them. Please do not fault the waitress/waiter for the fault and not tip. They are probably paid less than you think.",David Myers,Local Guide · 9 reviews,2 years ago,5
FairgroundsDiner,Service was terrible. Our waitress checked on us one time. She also stood behind the counter and starred at us the whole time we were eating. The food was absolutely terrible. I got chicken and rice soup which was so greasy I couldn’t eat it. My ham steak had no flavor and was greasy. My husband got a cheesesteak and it was bland. Definitely it recommended. Very disappointed.,Mackenzie Neal,5 reviews,2 years ago,2
FairgroundsDiner,"Great food right next to the Fairgrounds.
Cindy is the absolute best waitress and a fixture in this place. Super accurate and cares for her customers.
The second time I was there for breakfast, she remembered everything from the day before, and the particular way my brother liked his eggs.
Great experience!!",Al DeHeatguy,Local Guide · 57 reviews · 6 photos,2 years ago,5
FairgroundsDiner,"Staff was decent. Asked for no lemon in my drink, but got double lemon. Asked for my homefries well done and they came out completely pale. Wasn't asked about how anything was, so I didn't get a chance to mention it. Wouldn't suggest this place for breakfast. I've had pleasant experiences otherwise for dinner.",Sarah,31 reviews · 4 photos,2 years ago,3
FairgroundsDiner,Waitstaff very friendly and helpful our food was very good not long of wait for the food to get  to our table hot and delicious  a lot to chose from especially the dessert menu,Bonnie Lake,Local Guide · 94 reviews · 4 photos,10 months ago,5
FairgroundsDiner,One of the best roast turkey dinners I have ever had everything was absolutely delicious and the staff treated me with respect and very kind and very friendly I will definitely be returning highly recommended,JR “Wyldman” Wyldman,73 reviews · 90 photos,11 months ago,5
FairgroundsDiner,"Stopped in for a Sunday lunch and was pleasantly surprised.  The wait staff was quick and efficient, but still friendly.  The food came out very quickly, and the quality and flavor were very good.  The pricing was fair for the quantity of food received.  The diner was clean and well kept.  I can honestly say that I don't know how the experience could have been better.",I Smith,Local Guide · 74 reviews · 5 photos,6 years ago,5
FairgroundsDiner,"Tracey is great
Those other two one is so slow & the other is just mean spirited. Just depends who working if we stay or not.",S Miller,Local Guide · 40 reviews · 33 photos,7 months ago,4
FairgroundsDiner,Awesome diner food. Highly recommend the Patty Melt and the Coconut Cream Pie!,Ingrid Bengston-Eberle,Local Guide · 80 reviews · 110 photos,7 months ago,5
FairgroundsDiner,Wonderful people! Love the food! We order there alot. Being a MD girl i loved the fries and gravy instead of cheese! Definitely will keep returning there!,Tracy Cook,Local Guide · 89 reviews · 13 photos,9 months ago,5
FairgroundsDiner,"Service was great, seated immediately. Breakfast was just so-so. I was so looking forward to chicken fried steak and eggs of which was a breakfast special for the day at $12.95. The gravy was bland and tasted like uncooked flour, rather ""pasty"". The portion was fairly large. Our waitress was very nice and attentive.
I've heard from several people that this place is the best in Carlisle, I can't agree with that statement.",Sharon Edinger,5 reviews,4 years ago,2
FairgroundsDiner,One of the better dinners in Carlisle. Food is always consistent. I will say it's not the best but it's definitely the most reliable which may arguably make it better.,Jeremy Raulerson,Local Guide · 40 reviews · 135 photos,a year ago,4
FairgroundsDiner,I have eaten here before and lately they have gone down hill. I ordered breaded flounder and so did my mom and they both came out way over cooked. They were harder then a rock. The service wasn’t bad but wait times were large since it appeared only two waitresses were working. In the end I know it’s hit or miss with how the quality will be but I still thought I should share this experience.,Trav Sheaffer,6 reviews · 2 photos,5 years ago,2
FairgroundsDiner,Wife was extremely happy with wedding soup and stuffed cabbage. I had a simple burger but it was very good. Server was very friendly. Took a while to get our check but that was no big thing.,Matt Berrier,81 reviews · 5 photos,2 years ago,5
FairgroundsDiner,"Ordered eggs with cheese. Server asked what cheese! American! Comes out no cheese.  Her "" you wanted cheese"" brings it back with cold cheese slapped on top!  my daughter ordered a wrap with sour cream. Server, ""in it or on the side"". ""In it"" comes on the side! My other daughter asked for ranch FOUR times. Finally server walked by the table and threw it! Yes she threw it to the table! Horrible service! Guessing restaurants are hiring anyone these days to fill the spots but my hard earned money will be spent where I can get what I ask for. Owner was very kind and offered to fix everything. But service was so bad I highly doubt we will be back any time soon
Edited to add! I'm so glad I went and gave them another chance. That little girl they have in there now is amazing and so friendly! Thank you for hiring her",Bonnie,Local Guide · 73 reviews · 12 photos,2 years ago,5
FairgroundsDiner,"Excellent service and extensive menu always. No problem with social distancing and sanitizing. My great server,  Dorothy,  wore a mask while expertly relating the menu options. She supplied all that was ordered without any errors.",Vincent Ringer,Local Guide · 241 reviews · 261 photos,3 years ago,5
FairgroundsDiner,I was pleasantly surprised by Fairgrounds Diner. I attended a meeting there and had no idea what to order. I asked for soup suggestions and got the bowl of pepper pot. I didn't even know what that was. She explained and it was so good I finished the whole bowl. I've had surgery and finishing my food doesn't usually happen. It was light yet hardy and satisfying. I'll go there again and take my husband. They were accepting and so nice. The rest of my party have been there so often they knew the menu! And the servers knew them! Ok I've been missing out!,Meredith Jenkins,Local Guide · 42 reviews · 50 photos,4 years ago,5
